RestaurantID,RestaurantName,CountryCode,City,Address,Locality,LocalityVerbose,Cuisines,Currency,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Votes,Average_Cost_for_two,Rating
18435818,Tasteful Biryani,1,Gurgaon,South City 2| Gurgaon,South City 2,South City 2| Gurgaon,Biryani,Indian Rupees(Rs.),No,No,No,No,2,0,600,1
313316,Bikanervala,1,Gurgaon,Suncity Business Tower| Golf Course Road| Gurgaon,Suncity Business Tower| Golf Course Road,Suncity Business Tower| Golf Course Road| Gurgaon,North Indian| South Indian| Fast Food| Street Food| Chinese| Beverages| Desserts| Mithai,Indian Rupees(Rs.),No,Yes,No,No,2,178,600,3.4
7528,Indian Grill Room,1,Gurgaon,315| 3rd Floor| Suncity Business Tower| Golf Course Road| Gurgaon,Suncity Business Tower| Golf Course Road,Suncity Business Tower| Golf Course Road| Gurgaon,North Indian| Mughlai,Indian Rupees(Rs.),Yes,Yes,No,No,3,1262,1800,4.5
1216,Oriental Fusion,1,Gurgaon,A-112 & 114| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Chinese| Thai| Malaysian| Indonesian,Indian Rupees(Rs.),Yes,Yes,No,No,2,199,650,3.3
305662,Purani Dilli's Al Karam Kebab House,1,Gurgaon,Super Mart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,North Indian| Mughlai| Biryani,Indian Rupees(Rs.),No,Yes,No,No,2,483,950,3.4
305792,Rollmaal,1,Gurgaon,B-136| Lower Ground Floor| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Fast Food| North Indian| Chinese,Indian Rupees(Rs.),No,Yes,No,No,2,346,500,3.4
305776,Speedy Chow,1,Gurgaon,B-134/135| Lower Ground Floor| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Chinese| Thai,Indian Rupees(Rs.),Yes,Yes,No,No,2,241,850,3.2
18355106,Arabian Nites,1,Gurgaon,A - 133| Ground Floor| Super Mart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Lebanese,Indian Rupees(Rs.),No,Yes,No,No,1,158,450,3.8
308274,Giani's,1,Gurgaon,A-131| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Ice Cream| Desserts,Indian Rupees(Rs.),No,Yes,No,No,1,92,400,3.7
3538,Giani,1,Gurgaon,A-130| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Ice Cream| Desserts,Indian Rupees(Rs.),No,Yes,No,No,1,115,400,3.6
18420450,Juste Miam,1,Gurgaon,A-137| Lower Ground Floor| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Bakery| Desserts| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,1,94,300,3.9
306401,Patiala Shahi,1,Gurgaon,A 134 135| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,North Indian| Mughlai,Indian Rupees(Rs.),No,Yes,No,No,2,118,800,3.5
18257542,The Kathis,1,Gurgaon,B-215| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,North Indian| Street Food,Indian Rupees(Rs.),No,Yes,No,No,1,48,300,3.8
9290,Wai Yu Mun Ching,1,Gurgaon,A-215 & 216| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Chinese| Thai,Indian Rupees(Rs.),Yes,Yes,No,No,2,321,800,3.6
301499,Bernardo's,1,Gurgaon,A-237| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Goan,Indian Rupees(Rs.),Yes,Yes,No,No,4,429,2000,4
18025103,Biryani Art,1,Gurgaon,A-202 & 203| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Hyderabadi| North Indian| Biryani,Indian Rupees(Rs.),Yes,Yes,No,No,3,344,1100,4.1
18424627,Nosh,1,Gurgaon,A 222| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,North Indian| Mughlai,Indian Rupees(Rs.),No,Yes,No,No,2,103,700,4.1
18403465,Tandoor Express,1,Gurgaon,B-215| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,North Indian,Indian Rupees(Rs.),No,Yes,No,No,2,67,500,4.2
18372668,Tandoori KnockOuts,1,Gurgaon,A 224| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,Fast Food| North Indian,Indian Rupees(Rs.),No,Yes,No,No,2,112,500,4.2
18224536,Udaipuri,1,Gurgaon,A-204| A-205| Supermart 1| DLF Phase 4| Gurgaon,Supermart 1| DLF Phase 4,Supermart 1| DLF Phase 4| Gurgaon,North Indian| Rajasthani| Asian,Indian Rupees(Rs.),No,Yes,No,No,2,157,700,4
18128902,Begonia,1,Gurgaon,C Block| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Bakery,Indian Rupees(Rs.),No,No,No,No,2,8,500,3
18138454,Cakes & Muffins,1,Gurgaon,B-1/75| 1st Floor| Phase 3| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Bakery,Indian Rupees(Rs.),No,No,No,No,1,21,400,3.3
4602,Halki Aanch,1,Gurgaon,The Laburnum| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,North Indian| Chinese,Indian Rupees(Rs.),No,Yes,No,No,2,39,700,2.7
18341082,Hungry Gopal,1,Gurgaon,C-463 A| Basement| Near Gold Souk Mall| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Bengali| Fast Food,Indian Rupees(Rs.),No,No,No,No,1,27,450,3.2
18382055,Kuzo,1,Gurgaon,Gold Souk Mall| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,North Indian| Fast Food,Indian Rupees(Rs.),No,No,No,No,1,10,300,3.2
18391189,Lovecrumbs Bakery,1,Gurgaon,B 286| Phase-1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Bakery,Indian Rupees(Rs.),No,No,No,No,3,16,1000,3.4
311837,Organic Express,1,Gurgaon,Gurgaon Organic Farmers Market| C Block| Community Centre| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Healthy Food| North Indian| Italian| Salad,Indian Rupees(Rs.),No,Yes,No,No,2,20,700,3.4
254,Pizza Hut,1,Gurgaon,Centerpoint| A Block| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Italian| Pizza| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,3,80,1000,2.8
308113,Roti Te Boti,1,Gurgaon,135| Ground Floor| Vyapar Kendra| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,North Indian,Indian Rupees(Rs.),No,Yes,No,No,2,42,600,2.8
18365890,Behrouz Biryani,1,Gurgaon,Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Biryani,Indian Rupees(Rs.),No,Yes,No,No,2,49,600,3.7
18354631,Caf? Burger BC,1,Gurgaon,2513| Near Gold Souk Mall| C Block|  Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Fast Food,Indian Rupees(Rs.),No,Yes,No,No,1,65,300,3.7
18336214,Dilli Darbar,1,Gurgaon,UGF 138| Vypaar Kendra Market| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,North Indian| Mughlai| Chinese,Indian Rupees(Rs.),No,Yes,No,No,2,52,550,3.7
18265365,Fu.D,1,Gurgaon,9-C| Ground Floor| Vipul Square| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Cafe| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,1,58,250,3.7
18363405,Jarfull,1,Gurgaon,G35| Sushant Shopping arcade| Sushant Lok 1| Gurgaon| Delhi NCR| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,South Indian| Desserts| Beverages,Indian Rupees(Rs.),No,Yes,No,No,1,25,200,3.7
18322661,Mochamania,1,Gurgaon,106| The Laburnum Villa| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Bakery,Indian Rupees(Rs.),No,No,No,No,1,50,300,3.7
18261725,Mukhtalif Biryanis,1,Gurgaon,Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Mughlai| Biryani,Indian Rupees(Rs.),No,Yes,No,No,2,125,600,3.7
18157408,Mummy's Kitchen,1,Gurgaon,Shop 114| Queens Plaza| C Block| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,North Indian,Indian Rupees(Rs.),No,No,No,No,1,26,150,3.5
18429378,Ovenstory Pizza,1,Gurgaon,Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Pizza| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,2,23,500,3.7
18439519,The Godinho's,1,Gurgaon,Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Goan| American| Portuguese,Indian Rupees(Rs.),No,No,No,No,2,23,600,3.8
18433295,Kujay's Spoon,1,Gurgaon,C-2462| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,North Indian| Mughlai| Chinese,Indian Rupees(Rs.),No,No,No,No,2,1,500,1
18391171,Lily Food's,1,Gurgaon,Ground Floor| Gold Souk Mall| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,North Indian| Chinese,Indian Rupees(Rs.),No,No,No,No,2,0,600,1
18400489,Mutton Mewar,1,Gurgaon,Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Rajasthani,Indian Rupees(Rs.),No,No,No,No,2,1,800,1
18411599,Tasty But Healthy,1,Gurgaon,C-2356| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Fast Food| North Indian,Indian Rupees(Rs.),No,No,No,No,1,3,250,1
18265082,Teddy Choco Studio,1,Gurgaon,C-479| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Desserts,Indian Rupees(Rs.),No,No,No,No,1,2,250,1
313275,Chin Chow,1,Gurgaon,UGH-180| 1st Floor| Vyapar Kendra| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Chinese,Indian Rupees(Rs.),No,No,No,No,2,38,550,2.4
18343001,Cafe Sante,1,Gurgaon,Peach Tree Complex| Block C| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Cafe,Indian Rupees(Rs.),No,No,No,No,3,62,1100,4.3
18377905,Mughal Dine-Esty,1,Gurgaon,Time Square Building| B Block| Phase 1| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,North Indian| Mughlai,Indian Rupees(Rs.),Yes,Yes,No,No,3,32,1500,4
18406140,Nuterro,1,Gurgaon,Sector 28| Sushant Lok Phase I| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Healthy Food| Continental| Juices| Beverages| Italian| Salad| Lebanese,Indian Rupees(Rs.),No,Yes,No,No,2,101,600,4
18472606,Sandburg Shakes,1,Gurgaon,Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Cafe| Pizza| Burger,Indian Rupees(Rs.),No,Yes,No,No,2,34,750,4
18451577,The Millionaire Express,1,Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Lok,Sushant Lok| Gurgaon,Continental,Indian Rupees(Rs.),No,Yes,No,No,1,53,400,4
312540,Ammu's South Indian Restaurant,1,Gurgaon,G-43| Ground Floor| Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,South Indian,Indian Rupees(Rs.),No,No,No,No,1,10,250,3.1
18386419,Elma's Delivers,1,Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,Bakery,Indian Rupees(Rs.),No,No,No,No,2,5,500,3.1
18412886,Faasos,1,Gurgaon,Shop E-220| Shushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,North Indian| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,2,12,600,3.2
18421029,Foodrath,1,Gurgaon,Shop GF| 105-H| Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,North Indian| Chinese,Indian Rupees(Rs.),No,No,No,No,1,4,400,3
18332044,Hyderabad House,1,Gurgaon,H-154| Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,Biryani,Indian Rupees(Rs.),No,Yes,No,No,2,7,500,2.7
18306553,Kake Da Hotel,1,Gurgaon,G-114| Sushant Shopping Arcade| Phase 1| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,North Indian,Indian Rupees(Rs.),No,Yes,No,No,2,35,700,3.1
309451,Mitraao,1,Gurgaon,Shop H-8| Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,North Indian,Indian Rupees(Rs.),No,Yes,No,No,2,117,650,3.4
18203171,PomoDoro Bistro,1,Gurgaon,UGF| H-222| Sushant Shopping Arcade| Phase 1| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,Italian| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,2,67,700,3.4
312570,Shri Shyam Ji Ke Mashhoor Chhole Bhature,1,Gurgaon,C Block| Near Fauji Market| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,Street Food,Indian Rupees(Rs.),No,No,No,No,1,26,200,3.3
18273621,Spice Aangan Express,1,Gurgaon,H-154| Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,Fast Food,Indian Rupees(Rs.),No,No,No,No,1,33,400,3
305919,Subway,1,Gurgaon,D-104| Sushant Shopping Arcade| Phase 1| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,American| Fast Food| Salad| Healthy Food,Indian Rupees(Rs.),No,No,No,No,2,59,500,3.3
304520,Swaad Ka Khazana,1,Gurgaon,F-11| Sushant Shopping Arcade| Phase 1| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,North Indian| Mughlai| Chinese,Indian Rupees(Rs.),No,No,No,No,2,11,600,2.6
18292458,The Toddy Shop,1,Gurgaon,C-128| B Block| Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,South Indian| Kerala,Indian Rupees(Rs.),No,Yes,No,No,3,21,1200,3.4
4215,Truffles,1,Gurgaon,G-28| Sushant Shopping Arcade| Phase 1| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,Bakery,Indian Rupees(Rs.),No,Yes,No,No,1,15,300,3.2
18360143,Cafe Bonkerz,1,Gurgaon,Shop D-3| LGF| Sushant Shopping Arcade| Phase 1| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,American| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,2,41,850,3.6
18423890,Wrapchick,1,Gurgaon,F-10| Sushant Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,North Indian| Mughlai,Indian Rupees(Rs.),No,Yes,No,No,2,67,650,3.9
312555,WoW - Vada Pav & More,1,Gurgaon,Shop 137-D| Ground Floor| Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,Street Food| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,1,41,300,2.2
18420454,Me Kong Bowl,1,Gurgaon,G229| Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon,Sushant Shopping Arcade| Sushant Lok| Gurgaon| Gurgaon,Asian,Indian Rupees(Rs.),No,Yes,No,No,2,27,700,4
3961,Palmyra - The Bristol Hotel,1,Gurgaon,The Bristol Hotel| 108-110| DLF Phase 1| Gurgaon,The Bristol Hotel| DLF Phase 1,The Bristol Hotel| DLF Phase 1| Gurgaon,Continental| North Indian,Indian Rupees(Rs.),Yes,No,No,No,4,57,2500,3.3
3288,Shanghai Bar & Lounge - The Bristol Hotel,1,Gurgaon,The Bristol Hotel| 108-110| DLF Phase 1| Gurgaon,The Bristol Hotel| DLF Phase 1,The Bristol Hotel| DLF Phase 1| Gurgaon,Finger Food,Indian Rupees(Rs.),Yes,No,No,No,4,17,2400,3
7231,Zaffran - The Bristol Hotel,1,Gurgaon,The Bristol Hotel| 108-110| DLF Phase 1| Gurgaon,The Bristol Hotel| DLF Phase 1,The Bristol Hotel| DLF Phase 1| Gurgaon,Mughlai| Lucknowi| Awadhi,Indian Rupees(Rs.),Yes,No,No,No,4,52,2000,3.2
18291211,Zaffran - The Claremont,1,Gurgaon,The Claremont Hotel & Convention Centre| Near Aya Nagar| MG Road| Gurgaon,The Claremont| MG Road,The Claremont| MG Road| Gurgaon,Mughlai| Lucknowi| Awadhi,Indian Rupees(Rs.),Yes,No,No,No,4,4,2500,3
5768,Clove - The Galgotias,1,Gurgaon,The Galgotias Hotel| 4| Sector 23 A| Sector 23| Gurgaon,The Galgotias| Sector 23,The Galgotias| Sector 23| Gurgaon,Chinese| North Indian| Continental| Mexican,Indian Rupees(Rs.),Yes,No,No,No,3,19,1500,2.7
304276,Green Leaf,1,Gurgaon,The Habitare Hotel| 21/1| MG Road| Sector 14| Gurgaon,The Habitare Hotel| Sector 14,The Habitare Hotel| Sector 14| Gurgaon,North Indian| South Indian,Indian Rupees(Rs.),Yes,No,No,No,2,6,800,3
304279,Tokyo,1,Gurgaon,The Habitare Hotel| 21/1| MG Road| Sector 14| Gurgaon,The Habitare Hotel| Sector 14,The Habitare Hotel| Sector 14| Gurgaon,Japanese,Indian Rupees(Rs.),Yes,No,No,No,3,10,1600,3
5717,Cigar Lounge - The Oberoi,1,Gurgaon,The Oberoi| 443| Phase 5| Udyog Vihar| Gurgaon,The Oberoi| Udyog Vihar,The Oberoi| Udyog Vihar| Gurgaon,Finger Food,Indian Rupees(Rs.),No,No,No,No,4,17,3000,3.2
7496,Melange - The Pllazio Hotel,1,Gurgaon,The Pllazio Hotel| 292-296| City Center| Sector 29| Gurgaon,The Pllazio Hotel| Sector 29,The Pllazio Hotel| Sector 29| Gurgaon,North Indian| Continental| Chinese,Indian Rupees(Rs.),Yes,No,No,No,4,94,2500,3.6
309377,Qureshi's Kabab Corner,1,Gurgaon,G-44/A| The Sapphire Mall| Opposite Orchid Petals| Sector 49| Near| Sohna Road| Gurgaon,The Sapphire Mall| Sohna Road,The Sapphire Mall| Sohna Road| Gurgaon,North Indian| Mughlai,Indian Rupees(Rs.),No,No,No,No,2,96,650,3.3
5042,EEST - The Westin Gurgaon,1,Gurgaon,The Westin Hotel| Sector 29| Gurgaon,The Westin Gurgaon| Sector 29,The Westin Gurgaon| Sector 29| Gurgaon,Japanese| Chinese| Thai,Indian Rupees(Rs.),Yes,No,No,No,4,272,3000,3.9
5044,Prego - The Westin Gurgaon,1,Gurgaon,The Westin Hotel| Sector 29| Gurgaon,The Westin Gurgaon| Sector 29,The Westin Gurgaon| Sector 29| Gurgaon,Italian,Indian Rupees(Rs.),Yes,No,No,No,4,390,3000,3.8
5046,Seasonal Tastes - The Westin Gurgaon,1,Gurgaon,The Westin Hotel| Sector 29| Gurgaon,The Westin Gurgaon| Sector 29,The Westin Gurgaon| Sector 29| Gurgaon,North Indian| Asian,Indian Rupees(Rs.),Yes,No,No,No,4,394,3000,3.9
310700,Xiao Chi - The Westin Sohna Resort & Spa,1,Gurgaon,The Westin Sohna Resort & Spa| Vatika Complex| P O Daula| Karanki Road| Sohna Road| Gurgaon,The Westin Sohna Resort & Spa| Sohna Road,The Westin Sohna Resort & Spa| Sohna Road| Gurgaon,Chinese,Indian Rupees(Rs.),Yes,No,No,No,4,22,3000,3.4
310699,The Living Room - The Westin Sohna Resort & Spa,1,Gurgaon,The Westin Sohna Resort & Spa| Vatika Complex| P O Daula| Karanki Road| Sohna Road| Gurgaon,The Westin Sohna Resort & Spa| Sohna Road,The Westin Sohna Resort & Spa| Sohna Road| Gurgaon,Continental,Indian Rupees(Rs.),No,No,No,No,4,45,3000,3.7
2711,The Bar - Trident Gurgaon,1,Gurgaon,Trident| 443| Phase 5| Udyog Vihar| Gurgaon,Trident| Udyog Vihar,Trident| Udyog Vihar| Gurgaon,Finger Food,Indian Rupees(Rs.),No,No,No,No,4,36,2000,3.3
2710,Konomi - Trident Gurgaon,1,Gurgaon,Trident| 443| Phase 5| Udyog Vihar| Gurgaon,Trident| Udyog Vihar,Trident| Udyog Vihar| Gurgaon,Japanese,Indian Rupees(Rs.),No,No,No,No,4,27,3000,3.5
18285736,L'Opera,1,Gurgaon,Two Horizon Center| Golf Course Road| Gurgaon,Two Horizon Center| Golf Course Road,Two Horizon Center| Golf Course Road| Gurgaon,Bakery| Desserts| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,1,16,400,3.7
18291200,Town Hall,1,Gurgaon,Two Horizon Center| Golf Course Road| Gurgaon,Two Horizon Center| Golf Course Road,Two Horizon Center| Golf Course Road| Gurgaon,Japanese| Thai| Italian| Asian,Indian Rupees(Rs.),Yes,No,No,No,4,13,2500,3.5
18291198,Whisky Samba,1,Gurgaon,Two Horizon Center| Golf Course Road| Gurgaon,Two Horizon Center| Golf Course Road,Two Horizon Center| Golf Course Road| Gurgaon,Italian| Burger| Charcoal Grill,Indian Rupees(Rs.),Yes,No,No,No,4,127,2500,3.8
18446404,Chokola,1,Gurgaon,Plot 131| Phase 1| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,Bakery| Desserts| Bakery,Indian Rupees(Rs.),No,No,No,No,2,6,700,3.1
6690,Citrus Cafe - Lemon Tree Hotel,1,Gurgaon,Lemon Tree Hotel| 886| DLF Phase 5| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,Cafe,Indian Rupees(Rs.),No,No,No,No,4,27,2000,2.7
306032,Green Hut,1,Gurgaon,Opposite Army Canteen| Rao Market| Jwala Mill Road| Sector 18| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,North Indian| Chinese| Fast Food,Indian Rupees(Rs.),No,No,No,No,2,23,600,2.8
18216898,My Plate,1,Gurgaon,Plot 243| 1st Floor| SP Infocity| Phase 1| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,North Indian,Indian Rupees(Rs.),No,No,No,No,1,6,200,3.1
310487,PiccoLicko,1,Gurgaon,Plot 74| Sector 18| Near IFFCO Chowk| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,Desserts,Indian Rupees(Rs.),No,Yes,No,No,1,12,200,3.3
18352277,Pind Balluchi,1,Gurgaon,Vanijya Nikunj| Shankar Chowk| Phase 5| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,North Indian| Mughlai,Indian Rupees(Rs.),No,Yes,No,No,3,7,1000,2.7
4185,Raj Xpresso,1,Gurgaon,238| Next to Plot 702| Peepal Chowk| Phase 5| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,North Indian| Chinese,Indian Rupees(Rs.),No,No,No,No,2,13,650,2.9
18374686,Riders Hub,1,Gurgaon,Vanijya Nikunj| Near Income Tax Office| Phase 5| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,Chinese| Continental| North Indian,Indian Rupees(Rs.),Yes,No,No,No,2,11,800,3.1
310870,Shivani Catering Services,1,Gurgaon,Shop 68| Rao Market| Electronics City| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,North Indian| Chinese,Indian Rupees(Rs.),No,No,No,No,2,17,500,3.1
18435802,The Diet Kitchen,1,Gurgaon,Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,Continental| Healthy Food,Indian Rupees(Rs.),No,Yes,No,No,2,7,700,3.3
311788,The Gr8 Taste of India,1,Gurgaon,Enkay Tower| Phase 5| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,North Indian| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,1,10,400,3
312301,World Art Cafe,1,Gurgaon,183| Nimitya| Phase I| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,Cafe,Indian Rupees(Rs.),No,No,No,No,2,10,500,3.3
18175242,XLNC Bakers,1,Gurgaon,Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,Bakery,Indian Rupees(Rs.),No,No,No,No,1,4,150,2.9
18350142,Adventure Food,1,Gurgaon,Food Court| Infocity| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,Fast Food,Indian Rupees(Rs.),No,No,No,No,1,0,150,1
18463967,Baba Da Dhaba,1,Gurgaon,Near Hanuman Mandir,Udyog Vihar,Udyog Vihar| Gurgaon,North Indian,Indian Rupees(Rs.),No,No,No,No,2,0,500,1
18463954,Bandhani Fast Food,1,Gurgaon,353| Udyog Vihar| Gurgaon,Udyog Vihar,Udyog Vihar| Gurgaon,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,1
